n_rows; n_columns; DC_NUMPOINTS; vread; Vmax_set; Vmin_reset; Vset; Vreset; tolerance; increment; PulseWidth; RiseTime; FallTime
8; 8; 100; 0.200000000; 2.100000000; -2.400000000; 1.100000000; -1.100000000; 0.010000000; 0.020000000; 0.000001040; 0.000000500; 0.000000500
304.368125; 414.555040; 455.001940; 925861.673590; 562731.547921; 475.665735; 482.743443; 567.103467; 512.191440; 513.171696; 511.214922; 932611.629772; 932611.629772; 543.164999; 458.294000; 511.605115; 673.729366; 664.676220; 551.366335; 925861.673590; 2610259.330548; 658.249431; 709.987905; 757.071875; 562731.547921; 2629289.318080; 932801.032714; 925861.673590; 932611.629772; 2630795.556204; 562801.049204; 925861.673590; 720.991213; 721.942733; 722.322912; 925672.545662; 925861.673590; 757.831459; 770.600773; 851.042620; 685.076822; 682.103040; 664.027933; 925672.545662; 932421.123014; 699.134376; 721.183814; 768.012582; 498.109023; 389.130125; 476.001937; 925672.545662; 925861.673590; 537.546303; 551.366383; 618.789450; 542.229586; 543.108239; 555.903526; 925672.545662; 925861.673590; 380.658206; 527.300666; 668.803223; 
