n_rows; n_columns; DC_NUMPOINTS; vread; Vmax_set; Vmin_reset; Vset; Vreset; tolerance; increment; PulseWidth; RiseTime; FallTime
8; 8; 100; 0.200000000; 2.100000000; -2.400000000; 1.100000000; -1.100000000; 0.010000000; 0.020000000; 0.000001040; 0.000000500; 0.000000500
2214.514396; 2308.524468; 2093.206255; 1462.709086; 2316.087995; 880.866666; 1935.596289; 2432.857898; 1938.249781; 2289.830514; 1474.864801; 1450.613745; 2246.176734; 1599.403399; 2030.090024; 2630.674905; 3387.596071; 3886.792978; 4002.721563; 3226.449210; 4395.083758; 3315.407789; 3079.937213; 4617.651408; 5305.695804; 5923.540291; 5425.502755; 4678.320302; 5732.804575; 4412.091276; 5060.634923; 5510.990589; 1714.699461; 2346.842239; 1714.908236; 1431.379721; 2396.023151; 1514.810472; 1881.504338; 2495.994933; 3387.598628; 3813.938664; 3908.122812; 3270.903425; 3733.950746; 3293.596715; 3733.950746; 4041.183618; 2111.966724; 2059.663835; 2024.276914; 1322.261281; 1984.498983; 1583.164837; 1162.281356; 2616.064775; 1987.288347; 1593.953115; 1869.067967; 755.744270; 2118.295167; 1424.116792; 1718.900493; 2295.618955; 
