n_rows; n_columns; DC_NUMPOINTS; vread; Vmax_set; Vmin_reset; Vset; Vreset; tolerance; increment; PulseWidth; RiseTime; FallTime
8; 8; 100; 0.200000000; 2.000000000; -2.000000000; 1.100000000; -1.100000000; 0.010000000; 0.050000000; 0.000000800; 0.000000500; 0.000000500
1086.152481; 872.527372; 906.868976; 902.723623; 912.856876; 901.546250; 1007.305345; 1244.303894; 562801.049204; 258548.876553; 217464.273785; 136002.304629; 86697.002130; 114330.930711; 190045.321566; 401254.026997; 16287.176715; 15922.960555; 16596.513918; 16221.242685; 17704.328070; 16287.176715; 17193.213032; 16865.760238; 883.774554; 821.837311; 710.828158; 714.933911; 715.309370; 709.441358; 810.233027; 1033.665852; 25686.393457; 27355.009496; 27683.210706; 27886.518318; 28439.085289; 27354.847438; 27354.847438; 27355.009496; 784.704212; 725.988893; 626.246534; 628.869869; 627.701213; 632.854959; 730.664009; 953.793487; 37314.830520; 39075.612620; 56375.670580; 52267.600665; 61183.764119; 48363.435325; 47118.193737; 40472.944097; 1577.825135; 1500.281615; 1369.046715; 1401.364284; 1385.385744; 1392.310052; 1344.957870; 1770.959476; 
