n_rows; n_columns; DC_NUMPOINTS; vread; Vmax_set; Vmin_reset; Vset; Vreset; tolerance; increment; PulseWidth; RiseTime; FallTime
8; 8; 100; 0.200000000; 3.000000000; -3.000000000; 1.100000000; -1.100000000; 0.010000000; 0.020000000; 0.000002000; 0.000000400; 0.000000400
1897.890962; 1729.491998; 1663.875645; 1654.070293; 1671.804028; 1669.814857; 1704.287816; 1796.293031; 901.189415; 759.605937; 697.357591; 690.585266; 696.644021; 698.789203; 735.797163; 824.801429; 847.734374; 710.457152; 643.853946; 637.350593; 648.221007; 646.317986; 679.813504; 767.311394; 845.123505; 704.210405; 637.173848; 633.588271; 636.873612; 638.981994; 675.395705; 768.012309; 846.688082; 708.608386; 646.374591; 640.193073; 644.160996; 644.160996; 680.841193; 766.879194; 6127.395658; 5973.223799; 5973.215849; 6075.125562; 5973.215849; 5898.999440; 5998.371392; 6023.739709; 1912.036996; 1735.908537; 1661.905286; 1654.070293; 1665.850683; 1659.940106; 1714.699461; 1820.923306; 26349.934462; 26842.907742; 32513.119591; 26842.907742; 32278.032468; 27354.847438; 29014.371199; 22612.525924; 
